videoId,quality_ratio,avg_quality,comments
3189,20.0,0.3216,5
3196,26.1,0.43026086956521736,115
3199,0.0,0.31,2
3202,0.0,0.225,1
3205,0.0,0.225,1
3208,6.4,0.30966363636363636,110
3210,0.0,0.388,1
3215,0.0,0.225,1
3219,0.0,0.225,2
3222,2.7,0.2713783783783784,37
3224,0.0,0.3095,2
3227,0.0,0.225,1
3229,0.0,0.208,2
3231,0.0,0.276,3
3232,0.0,0.225,2
3242,50.0,0.56,2
3245,75.0,0.65825,4
3248,100.0,0.76,1
3251,0.0,0.30233333333333334,3
3254,6.8,0.2980454545454545,44
3257,10.0,0.3251,10
3262,0.0,0.24,2
3265,0.0,0.225,1
3266,0.0,0.378,1
3270,0.0,0.243,1
3274,0.0,0.388,1
3277,13.0,0.3859565217391305,23
3278,0.0,0.255,1
3280,0.0,0.255,1
3289,0.0,0.301,3
3294,50.0,0.539,2
3303,17.2,0.3432528735632184,87
3304,0.0,0.255,1
3305,0.0,0.23500000000000001,3
3307,23.2,0.40032142857142855,56
3308,0.0,0.253,1
3310,0.0,0.291,3
3315,0.0,0.243,1
3316,0.0,0.36,1
3318,0.0,0.25575000000000003,4
3325,0.0,0.243,1
3330,0.0,0.3775,2
3331,0.0,0.264,2
3332,0.0,0.36150000000000004,2
3336,0.0,0.225,1
3340,0.0,0.3305,6
3342,0.0,0.2865,4
3348,0.0,0.27221052631578946,19
3349,9.1,0.33306060606060606,33
3351,0.0,0.225,1
3355,11.5,0.3219807692307692,52
3356,0.0,0.225,1
3358,0.0,0.27499999999999997,3
3361,0.0,0.253,1
3362,100.0,0.76,1
3368,0.0,0.3075,2
3369,0.0,0.319,2
3371,0.0,0.243,1
3373,0.0,0.3,1
3376,0.0,0.328,1
3378,0.0,0.246,5
3382,0.0,0.3,1
3383,0.0,0.30641666666666667,12
3384,0.0,0.255,1
3385,100.0,0.7,1
3387,0.0,0.27149999999999996,2
3389,0.0,0.225,1
3392,0.0,0.296,1
3393,0.0,0.239,2
3398,0.0,0.292,3
3401,0.0,0.225,2
3403,0.0,0.241,3
3407,0.0,0.28049999999999997,2
3408,25.0,0.36624999999999996,4
3412,0.0,0.21487499999999998,8
3415,0.0,0.24,2
3422,8.3,0.3500833333333333,12
3425,0.0,0.26,1
3427,0.0,0.365,1
3431,0.0,0.264,2
3432,0.0,0.255,2
3433,0.0,0.225,1
3440,0.0,0.289,6
3444,0.0,0.295,3
3447,0.0,0.243,1
3448,0.0,0.3055869565217391,46
3449,0.0,0.243,1
3454,0.0,0.27591666666666664,12
3455,0.0,0.25875000000000004,4
3456,0.0,0.243,1
3457,0.0,0.243,1
3458,13.6,0.3459090909090909,22
3464,0.0,0.243,1
3465,0.0,0.225,1
3478,66.7,0.64,3
3480,1.8,0.33667857142857144,56
3482,0.0,0.27976923076923077,13
3485,6.7,0.2981666666666667,30
3486,0.0,0.32925,8
3487,0.0,0.24,2
3491,16.7,0.3981666666666667,6
3492,0.0,0.225,2
3493,0.0,0.24,4
3495,50.0,0.514,2
3522,50.0,0.48650000000000004,2
3523,16.7,0.35033333333333333,6
3525,8.2,0.37926530612244896,49
3528,0.0,0.225,1
3529,9.2,0.31672611464968153,785
3531,0.0,0.2625,2
3533,0.0,0.273,1
3538,11.1,0.3828888888888889,9
3541,0.0,0.26,3
3546,3.3,0.32420000000000004,60
3547,9.4,0.34649009900990096,202
3551,50.0,0.455,2
3557,100.0,0.76,1
3561,0.0,0.3,1
3567,0.0,0.225,1
3568,0.0,0.29725,4
3573,0.0,0.225,2
3574,0.0,0.225,1
3576,0.0,0.225,1
3578,0.0,0.533,1
3586,0.0,0.2095,4
3588,0.0,0.225,1
3589,0.0,0.225,1
3595,0.0,0.34600000000000003,3
3597,0.0,0.278,2
3599,0.0,0.3,1
3606,0.0,0.2737777777777778,9
3612,0.0,0.255,1
3613,25.0,0.4345,4
3617,0.0,0.368,4
3620,100.0,0.7,1
3626,19.4,0.387,36
3631,0.0,0.36,1
3632,0.0,0.225,3
3642,100.0,0.655,1
3649,0.0,0.253,5
3651,0.0,0.273,1
3653,100.0,0.7,1
3655,7.7,0.34661538461538466,13
3664,0.0,0.225,1
3672,0.0,0.3077142857142857,7
3673,0.0,0.225,3
3677,0.0,0.28875,4
3678,14.1,0.33325628140703517,199
3684,0.0,0.243,1
3687,0.0,0.3155,2
3696,0.0,0.318,1
3701,0.0,0.2487,10
3704,0.0,0.273,1
3712,4.2,0.3,24
3714,7.9,0.3113932584269663,89
3718,16.0,0.40481333333333336,75
3719,0.0,0.23399999999999999,2
3732,0.0,0.255,1
3735,25.0,0.42325,4
3739,0.0,0.3005,2
3741,0.0,0.273,1
3744,8.0,0.34056,25
3748,100.0,0.9,1
3756,0.0,0.225,1
3757,20.7,0.3757931034482759,29
3758,0.0,0.24483333333333332,42
3764,0.0,0.225,1
3766,25.0,0.40925,8
3775,0.0,0.233,6
3776,0.0,0.243,1
3783,0.0,0.233625,16
